Step,AgentID,State,Stand,Type
156,A6,DEPARTED,C31,PLB
156,A7,PARKED,C30,PLB
156,A8,PARKED,C31,PLB
156,A9,SCHEDULED,,
156,A10,SCHEDULED,,
157,A1,DEPARTED,C30,PLB
157,A2,DEPARTED,C31,PLB
157,A3,DEPARTED,C32,PLB
157,A4,DEPARTED,C33,PLB
157,A5,DEPARTED,C30,PLB
157,A6,DEPARTED,C31,PLB
157,A7,PARKED,C30,PLB
157,A8,PARKED,C31,PLB
157,A9,SCHEDULED,,
157,A10,SCHEDULED,,
158,A1,DEPARTED,C30,PLB
158,A2,DEPARTED,C31,PLB
158,A3,DEPARTED,C32,PLB
158,A4,DEPARTED,C33,PLB
158,A5,DEPARTED,C30,PLB
158,A6,DEPARTED,C31,PLB
158,A7,PARKED,C30,PLB
158,A8,PARKED,C31,PLB
158,A9,SCHEDULED,,
158,A10,SCHEDULED,,
159,A1,DEPARTED,C30,PLB
159,A2,DEPARTED,C31,PLB
159,A3,DEPARTED,C32,PLB
159,A4,DEPARTED,C33,PLB
159,A5,DEPARTED,C30,PLB
159,A6,DEPARTED,C31,PLB
159,A7,PARKED,C30,PLB
159,A8,PARKED,C31,PLB
159,A9,SCHEDULED,,
159,A10,SCHEDULED,,
160,A1,DEPARTED,C30,PLB
160,A2,DEPARTED,C31,PLB
160,A3,DEPARTED,C32,PLB
160,A4,DEPARTED,C33,PLB
160,A5,DEPARTED,C30,PLB
160,A6,DEPARTED,C31,PLB
160,A7,PARKED,C30,PLB
160,A8,PARKED,C31,PLB
160,A9,SCHEDULED,,
160,A10,SCHEDULED,,
161,A1,DEPARTED,C30,PLB
161,A2,DEPARTED,C31,PLB
161,A3,DEPARTED,C32,PLB
161,A4,DEPARTED,C33,PLB
161,A5,DEPARTED,C30,PLB
161,A6,DEPARTED,C31,PLB
161,A7,PARKED,C30,PLB
161,A8,PARKED,C31,PLB
161,A9,SCHEDULED,,
161,A10,SCHEDULED,,
162,A1,DEPARTED,C30,PLB
162,A2,DEPARTED,C31,PLB
162,A3,DEPARTED,C32,PLB
162,A4,DEPARTED,C33,PLB
162,A5,DEPARTED,C30,PLB
162,A6,DEPARTED,C31,PLB
162,A7,PARKED,C30,PLB
162,A8,PARKED,C31,PLB
162,A9,SCHEDULED,,
162,A10,SCHEDULED,,
163,A1,DEPARTED,C30,PLB
163,A2,DEPARTED,C31,PLB
163,A3,DEPARTED,C32,PLB
163,A4,DEPARTED,C33,PLB
163,A5,DEPARTED,C30,PLB
163,A6,DEPARTED,C31,PLB
163,A7,PARKED,C30,PLB
163,A8,PARKED,C31,PLB
163,A9,SCHEDULED,,
163,A10,SCHEDULED,,
164,A1,DEPARTED,C30,PLB
164,A2,DEPARTED,C31,PLB
164,A3,DEPARTED,C32,PLB
164,A4,DEPARTED,C33,PLB
164,A5,DEPARTED,C30,PLB
164,A6,DEPARTED,C31,PLB
164,A7,PARKED,C30,PLB
164,A8,PARKED,C31,PLB
164,A9,SCHEDULED,,
164,A10,SCHEDULED,,
165,A1,DEPARTED,C30,PLB
165,A2,DEPARTED,C31,PLB
165,A3,DEPARTED,C32,PLB
165,A4,DEPARTED,C33,PLB
165,A5,DEPARTED,C30,PLB
165,A6,DEPARTED,C31,PLB
165,A7,PARKED,C30,PLB
165,A8,PARKED,C31,PLB
165,A9,SCHEDULED,,
165,A10,SCHEDULED,,
166,A1,DEPARTED,C30,PLB
166,A2,DEPARTED,C31,PLB
166,A3,DEPARTED,C32,PLB
166,A4,DEPARTED,C33,PLB
166,A5,DEPARTED,C30,PLB
166,A6,DEPARTED,C31,PLB
166,A7,PARKED,C30,PLB
166,A8,PARKED,C31,PLB
166,A9,SCHEDULED,,
166,A10,SCHEDULED,,
167,A1,DEPARTED,C30,PLB
167,A2,DEPARTED,C31,PLB
167,A3,DEPARTED,C32,PLB
167,A4,DEPARTED,C33,PLB
167,A5,DEPARTED,C30,PLB
167,A6,DEPARTED,C31,PLB
167,A7,PARKED,C30,PLB
167,A8,PARKED,C31,PLB
167,A9,SCHEDULED,,
167,A10,SCHEDULED,,
168,A1,DEPARTED,C30,PLB
168,A2,DEPARTED,C31,PLB
168,A3,DEPARTED,C32,PLB
168,A4,DEPARTED,C33,PLB
168,A5,DEPARTED,C30,PLB
168,A6,DEPARTED,C31,PLB
168,A7,PARKED,C30,PLB
168,A8,PARKED,C31,PLB
168,A9,SCHEDULED,,
168,A10,SCHEDULED,,
169,A1,DEPARTED,C30,PLB
169,A2,DEPARTED,C31,PLB
169,A3,DEPARTED,C32,PLB
169,A4,DEPARTED,C33,PLB
169,A5,DEPARTED,C30,PLB
169,A6,DEPARTED,C31,PLB
169,A7,PARKED,C30,PLB
169,A8,PARKED,C31,PLB
169,A9,SCHEDULED,,
169,A10,SCHEDULED,,
170,A1,DEPARTED,C30,PLB
170,A2,DEPARTED,C31,PLB
170,A3,DEPARTED,C32,PLB
170,A4,DEPARTED,C33,PLB
170,A5,DEPARTED,C30,PLB
170,A6,DEPARTED,C31,PLB
170,A7,PARKED,C30,PLB
170,A8,PARKED,C31,PLB
170,A9,SCHEDULED,,
170,A10,SCHEDULED,,
171,A1,DEPARTED,C30,PLB
171,A2,DEPARTED,C31,PLB
171,A3,DEPARTED,C32,PLB
171,A4,DEPARTED,C33,PLB
171,A5,DEPARTED,C30,PLB
171,A6,DEPARTED,C31,PLB
171,A7,PARKED,C30,PLB
171,A8,PARKED,C31,PLB
171,A9,SCHEDULED,,
171,A10,SCHEDULED,,
172,A1,DEPARTED,C30,PLB
172,A2,DEPARTED,C31,PLB
172,A3,DEPARTED,C32,PLB
172,A4,DEPARTED,C33,PLB
172,A5,DEPARTED,C30,PLB
172,A6,DEPARTED,C31,PLB
172,A7,PARKED,C30,PLB
172,A8,PARKED,C31,PLB
172,A9,SCHEDULED,,
172,A10,SCHEDULED,,
173,A1,DEPARTED,C30,PLB
173,A2,DEPARTED,C31,PLB
173,A3,DEPARTED,C32,PLB
173,A4,DEPARTED,C33,PLB
173,A5,DEPARTED,C30,PLB
173,A6,DEPARTED,C31,PLB
173,A7,PARKED,C30,PLB
173,A8,PARKED,C31,PLB
173,A9,SCHEDULED,,
173,A10,SCHEDULED,,
174,A1,DEPARTED,C30,PLB
174,A2,DEPARTED,C31,PLB
174,A3,DEPARTED,C32,PLB
174,A4,DEPARTED,C33,PLB
174,A5,DEPARTED,C30,PLB
174,A6,DEPARTED,C31,PLB
174,A7,PARKED,C30,PLB
174,A8,PARKED,C31,PLB
174,A9,SCHEDULED,,
174,A10,SCHEDULED,,
175,A1,DEPARTED,C30,PLB
175,A2,DEPARTED,C31,PLB
175,A3,DEPARTED,C32,PLB
175,A4,DEPARTED,C33,PLB
175,A5,DEPARTED,C30,PLB
175,A6,DEPARTED,C31,PLB
175,A7,PARKED,C30,PLB
175,A8,PARKED,C31,PLB
175,A9,SCHEDULED,,
175,A10,SCHEDULED,,
176,A1,DEPARTED,C30,PLB
176,A2,DEPARTED,C31,PLB
176,A3,DEPARTED,C32,PLB
176,A4,DEPARTED,C33,PLB
176,A5,DEPARTED,C30,PLB
176,A6,DEPARTED,C31,PLB
176,A7,PARKED,C30,PLB
176,A8,PARKED,C31,PLB
176,A9,SCHEDULED,,
176,A10,SCHEDULED,,
177,A1,DEPARTED,C30,PLB
177,A2,DEPARTED,C31,PLB
177,A3,DEPARTED,C32,PLB
177,A4,DEPARTED,C33,PLB
177,A5,DEPARTED,C30,PLB
177,A6,DEPARTED,C31,PLB
177,A7,PARKED,C30,PLB
177,A8,PARKED,C31,PLB
177,A9,SCHEDULED,,
177,A10,SCHEDULED,,
178,A1,DEPARTED,C30,PLB
178,A2,DEPARTED,C31,PLB
178,A3,DEPARTED,C32,PLB
178,A4,DEPARTED,C33,PLB
178,A5,DEPARTED,C30,PLB
178,A6,DEPARTED,C31,PLB
178,A7,PARKED,C30,PLB
178,A8,PARKED,C31,PLB
178,A9,SCHEDULED,,
178,A10,SCHEDULED,,
179,A1,DEPARTED,C30,PLB
179,A2,DEPARTED,C31,PLB
179,A3,DEPARTED,C32,PLB
179,A4,DEPARTED,C33,PLB
179,A5,DEPARTED,C30,PLB
179,A6,DEPARTED,C31,PLB
179,A7,PARKED,C30,PLB
179,A8,PARKED,C31,PLB
179,A9,SCHEDULED,,
179,A10,SCHEDULED,,
180,A1,DEPARTED,C30,PLB
180,A2,DEPARTED,C31,PLB
180,A3,DEPARTED,C32,PLB
180,A4,DEPARTED,C33,PLB
180,A5,DEPARTED,C30,PLB
180,A6,DEPARTED,C31,PLB
180,A7,PARKED,C30,PLB
180,A8,PARKED,C31,PLB
180,A9,SCHEDULED,,
180,A10,SCHEDULED,,
181,A1,DEPARTED,C30,PLB
181,A2,DEPARTED,C31,PLB
181,A3,DEPARTED,C32,PLB
181,A4,DEPARTED,C33,PLB
181,A5,DEPARTED,C30,PLB
181,A6,DEPARTED,C31,PLB
181,A7,PARKED,C30,PLB
181,A8,PARKED,C31,PLB
181,A9,PARKED,C32,PLB
181,A10,SCHEDULED,,
182,A1,DEPARTED,C30,PLB
182,A2,DEPARTED,C31,PLB
182,A3,DEPARTED,C32,PLB
182,A4,DEPARTED,C33,PLB
182,A5,DEPARTED,C30,PLB
182,A6,DEPARTED,C31,PLB
182,A7,PARKED,C30,PLB
182,A8,PARKED,C31,PLB
182,A9,PARKED,C32,PLB
182,A10,SCHEDULED,,
183,A1,DEPARTED,C30,PLB
183,A2,DEPARTED,C31,PLB
183,A3,DEPARTED,C32,PLB
183,A4,DEPARTED,C33,PLB
183,A5,DEPARTED,C30,PLB
183,A6,DEPARTED,C31,PLB
183,A7,PARKED,C30,PLB
183,A8,PARKED,C31,PLB
183,A9,PARKED,C32,PLB
183,A10,SCHEDULED,,
184,A1,DEPARTED,C30,PLB
184,A2,DEPARTED,C31,PLB
184,A3,DEPARTED,C32,PLB
184,A4,DEPARTED,C33,PLB
184,A5,DEPARTED,C30,PLB
184,A6,DEPARTED,C31,PLB
184,A7,PARKED,C30,PLB
184,A8,PARKED,C31,PLB
184,A9,PARKED,C32,PLB
184,A10,SCHEDULED,,
185,A1,DEPARTED,C30,PLB
185,A2,DEPARTED,C31,PLB
185,A3,DEPARTED,C32,PLB
185,A4,DEPARTED,C33,PLB
185,A5,DEPARTED,C30,PLB
185,A6,DEPARTED,C31,PLB
185,A7,PARKED,C30,PLB
185,A8,PARKED,C31,PLB
185,A9,PARKED,C32,PLB
185,A10,SCHEDULED,,
186,A1,DEPARTED,C30,PLB
186,A2,DEPARTED,C31,PLB
186,A3,DEPARTED,C32,PLB
186,A4,DEPARTED,C33,PLB
186,A5,DEPARTED,C30,PLB
186,A6,DEPARTED,C31,PLB
186,A7,PARKED,C30,PLB
186,A8,PARKED,C31,PLB
186,A9,PARKED,C32,PLB
186,A10,SCHEDULED,,
187,A1,DEPARTED,C30,PLB
187,A2,DEPARTED,C31,PLB
187,A3,DEPARTED,C32,PLB
187,A4,DEPARTED,C33,PLB
187,A5,DEPARTED,C30,PLB
187,A6,DEPARTED,C31,PLB
187,A7,PARKED,C30,PLB
187,A8,PARKED,C31,PLB
187,A9,PARKED,C32,PLB
187,A10,SCHEDULED,,
188,A1,DEPARTED,C30,PLB
188,A2,DEPARTED,C31,PLB
188,A3,DEPARTED,C32,PLB
188,A4,DEPARTED,C33,PLB
188,A5,DEPARTED,C30,PLB
188,A6,DEPARTED,C31,PLB
188,A7,PARKED,C30,PLB
188,A8,PARKED,C31,PLB
188,A9,PARKED,C32,PLB
188,A10,SCHEDULED,,
189,A1,DEPARTED,C30,PLB
189,A2,DEPARTED,C31,PLB
189,A3,DEPARTED,C32,PLB
189,A4,DEPARTED,C33,PLB
189,A5,DEPARTED,C30,PLB
189,A6,DEPARTED,C31,PLB
189,A7,PARKED,C30,PLB
189,A8,PARKED,C31,PLB
189,A9,PARKED,C32,PLB
189,A10,SCHEDULED,,
190,A1,DEPARTED,C30,PLB
190,A2,DEPARTED,C31,PLB
190,A3,DEPARTED,C32,PLB
190,A4,DEPARTED,C33,PLB
190,A5,DEPARTED,C30,PLB
190,A6,DEPARTED,C31,PLB
190,A7,PARKED,C30,PLB
190,A8,PARKED,C31,PLB
190,A9,PARKED,C32,PLB
190,A10,SCHEDULED,,
191,A1,DEPARTED,C30,PLB
191,A2,DEPARTED,C31,PLB
191,A3,DEPARTED,C32,PLB
191,A4,DEPARTED,C33,PLB
191,A5,DEPARTED,C30,PLB
191,A6,DEPARTED,C31,PLB
191,A7,DEPARTED,C30,PLB
191,A8,PARKED,C31,PLB
191,A9,PARKED,C32,PLB
191,A10,SCHEDULED,,
192,A1,DEPARTED,C30,PLB
192,A2,DEPARTED,C31,PLB
192,A3,DEPARTED,C32,PLB
192,A4,DEPARTED,C33,PLB
192,A5,DEPARTED,C30,PLB
192,A6,DEPARTED,C31,PLB
192,A7,DEPARTED,C30,PLB
192,A8,PARKED,C31,PLB
192,A9,PARKED,C32,PLB
192,A10,SCHEDULED,,
193,A1,DEPARTED,C30,PLB
193,A2,DEPARTED,C31,PLB
193,A3,DEPARTED,C32,PLB
193,A4,DEPARTED,C33,PLB
193,A5,DEPARTED,C30,PLB
193,A6,DEPARTED,C31,PLB
193,A7,DEPARTED,C30,PLB
193,A8,PARKED,C31,PLB
193,A9,PARKED,C32,PLB
193,A10,SCHEDULED,,
194,A1,DEPARTED,C30,PLB
194,A2,DEPARTED,C31,PLB
194,A3,DEPARTED,C32,PLB
194,A4,DEPARTED,C33,PLB
194,A5,DEPARTED,C30,PLB
194,A6,DEPARTED,C31,PLB
194,A7,DEPARTED,C30,PLB
194,A8,PARKED,C31,PLB
194,A9,PARKED,C32,PLB
194,A10,SCHEDULED,,
195,A1,DEPARTED,C30,PLB
195,A2,DEPARTED,C31,PLB
195,A3,DEPARTED,C32,PLB
195,A4,DEPARTED,C33,PLB
195,A5,DEPARTED,C30,PLB
195,A6,DEPARTED,C31,PLB
195,A7,DEPARTED,C30,PLB
195,A8,PARKED,C31,PLB
195,A9,PARKED,C32,PLB
195,A10,SCHEDULED,,
196,A1,DEPARTED,C30,PLB
196,A2,DEPARTED,C31,PLB
196,A3,DEPARTED,C32,PLB
196,A4,DEPARTED,C33,PLB
196,A5,DEPARTED,C30,PLB
196,A6,DEPARTED,C31,PLB
196,A7,DEPARTED,C30,PLB
196,A8,PARKED,C31,PLB
196,A9,PARKED,C32,PLB
196,A10,SCHEDULED,,
197,A1,DEPARTED,C30,PLB
197,A2,DEPARTED,C31,PLB
197,A3,DEPARTED,C32,PLB
197,A4,DEPARTED,C33,PLB
197,A5,DEPARTED,C30,PLB
197,A6,DEPARTED,C31,PLB
197,A7,DEPARTED,C30,PLB
197,A8,PARKED,C31,PLB
197,A9,PARKED,C32,PLB
197,A10,SCHEDULED,,
198,A1,DEPARTED,C30,PLB
198,A2,DEPARTED,C31,PLB
198,A3,DEPARTED,C32,PLB
198,A4,DEPARTED,C33,PLB
198,A5,DEPARTED,C30,PLB
198,A6,DEPARTED,C31,PLB
198,A7,DEPARTED,C30,PLB
198,A8,PARKED,C31,PLB
198,A9,PARKED,C32,PLB
198,A10,SCHEDULED,,
199,A1,DEPARTED,C30,PLB
199,A2,DEPARTED,C31,PLB
199,A3,DEPARTED,C32,PLB
199,A4,DEPARTED,C33,PLB
199,A5,DEPARTED,C30,PLB
199,A6,DEPARTED,C31,PLB
199,A7,DEPARTED,C30,PLB
199,A8,PARKED,C31,PLB
199,A9,PARKED,C32,PLB
199,A10,SCHEDULED,,
200,A1,DEPARTED,C30,PLB
200,A2,DEPARTED,C31,PLB
200,A3,DEPARTED,C32,PLB
200,A4,DEPARTED,C33,PLB
200,A5,DEPARTED,C30,PLB
200,A6,DEPARTED,C31,PLB
200,A7,DEPARTED,C30,PLB
200,A8,PARKED,C31,PLB
200,A9,PARKED,C32,PLB
200,A10,SCHEDULED,,
201,A1,DEPARTED,C30,PLB
201,A2,DEPARTED,C31,PLB
201,A3,DEPARTED,C32,PLB
201,A4,DEPARTED,C33,PLB
201,A5,DEPARTED,C30,PLB
201,A6,DEPARTED,C31,PLB
201,A7,DEPARTED,C30,PLB
201,A8,PARKED,C31,PLB
201,A9,PARKED,C32,PLB
201,A10,SCHEDULED,,
202,A1,DEPARTED,C30,PLB
202,A2,DEPARTED,C31,PLB
202,A3,DEPARTED,C32,PLB
202,A4,DEPARTED,C33,PLB
202,A5,DEPARTED,C30,PLB
202,A6,DEPARTED,C31,PLB
202,A7,DEPARTED,C30,PLB
202,A8,PARKED,C31,PLB
202,A9,PARKED,C32,PLB
202,A10,SCHEDULED,,
203,A1,DEPARTED,C30,PLB
203,A2,DEPARTED,C31,PLB
203,A3,DEPARTED,C32,PLB
203,A4,DEPARTED,C33,PLB
203,A5,DEPARTED,C30,PLB
203,A6,DEPARTED,C31,PLB
203,A7,DEPARTED,C30,PLB
203,A8,PARKED,C31,PLB
203,A9,PARKED,C32,PLB
203,A10,SCHEDULED,,
204,A1,DEPARTED,C30,PLB
204,A2,DEPARTED,C31,PLB
204,A3,DEPARTED,C32,PLB
204,A4,DEPARTED,C33,PLB
204,A5,DEPARTED,C30,PLB
204,A6,DEPARTED,C31,PLB
204,A7,DEPARTED,C30,PLB
204,A8,PARKED,C31,PLB
204,A9,PARKED,C32,PLB
204,A10,SCHEDULED,,
205,A1,DEPARTED,C30,PLB
205,A2,DEPARTED,C31,PLB
205,A3,DEPARTED,C32,PLB
205,A4,DEPARTED,C33,PLB
205,A5,DEPARTED,C30,PLB
205,A6,DEPARTED,C31,PLB
205,A7,DEPARTED,C30,PLB
205,A8,PARKED,C31,PLB
205,A9,PARKED,C32,PLB
205,A10,SCHEDULED,,
206,A1,DEPARTED,C30,PLB
206,A2,DEPARTED,C31,PLB
206,A3,DEPARTED,C32,PLB
206,A4,DEPARTED,C33,PLB
206,A5,DEPARTED,C30,PLB
206,A6,DEPARTED,C31,PLB
206,A7,DEPARTED,C30,PLB
206,A8,PARKED,C31,PLB
206,A9,PARKED,C32,PLB
206,A10,SCHEDULED,,
207,A1,DEPARTED,C30,PLB
207,A2,DEPARTED,C31,PLB
207,A3,DEPARTED,C32,PLB
207,A4,DEPARTED,C33,PLB
207,A5,DEPARTED,C30,PLB
207,A6,DEPARTED,C31,PLB
207,A7,DEPARTED,C30,PLB
207,A8,PARKED,C31,PLB
207,A9,PARKED,C32,PLB
207,A10,SCHEDULED,,
208,A1,DEPARTED,C30,PLB
208,A2,DEPARTED,C31,PLB
208,A3,DEPARTED,C32,PLB
208,A4,DEPARTED,C33,PLB
208,A5,DEPARTED,C30,PLB
208,A6,DEPARTED,C31,PLB
208,A7,DEPARTED,C30,PLB
208,A8,PARKED,C31,PLB
208,A9,PARKED,C32,PLB
208,A10,SCHEDULED,,
209,A1,DEPARTED,C30,PLB
209,A2,DEPARTED,C31,PLB
209,A3,DEPARTED,C32,PLB
209,A4,DEPARTED,C33,PLB
209,A5,DEPARTED,C30,PLB
209,A6,DEPARTED,C31,PLB
209,A7,DEPARTED,C30,PLB
209,A8,PARKED,C31,PLB
209,A9,PARKED,C32,PLB
209,A10,SCHEDULED,,
210,A1,DEPARTED,C30,PLB
210,A2,DEPARTED,C31,PLB
210,A3,DEPARTED,C32,PLB
210,A4,DEPARTED,C33,PLB
210,A5,DEPARTED,C30,PLB
210,A6,DEPARTED,C31,PLB
210,A7,DEPARTED,C30,PLB
210,A8,PARKED,C31,PLB
210,A9,PARKED,C32,PLB
210,A10,SCHEDULED,,
211,A1,DEPARTED,C30,PLB
211,A2,DEPARTED,C31,PLB
211,A3,DEPARTED,C32,PLB
211,A4,DEPARTED,C33,PLB
211,A5,DEPARTED,C30,PLB
211,A6,DEPARTED,C31,PLB
211,A7,DEPARTED,C30,PLB
211,A8,DEPARTED,C31,PLB
211,A9,DEPARTED,C32,PLB
211,A10,SCHEDULED,,
212,A1,DEPARTED,C30,PLB
212,A2,DEPARTED,C31,PLB
212,A3,DEPARTED,C32,PLB
212,A4,DEPARTED,C33,PLB
212,A5,DEPARTED,C30,PLB
212,A6,DEPARTED,C31,PLB
212,A7,DEPARTED,C30,PLB
212,A8,DEPARTED,C31,PLB
212,A9,DEPARTED,C32,PLB
212,A10,SCHEDULED,,
213,A1,DEPARTED,C30,PLB
213,A2,DEPARTED,C31,PLB
213,A3,DEPARTED,C32,PLB
213,A4,DEPARTED,C33,PLB
213,A5,DEPARTED,C30,PLB
213,A6,DEPARTED,C31,PLB
213,A7,DEPARTED,C30,PLB
213,A8,DEPARTED,C31,PLB
213,A9,DEPARTED,C32,PLB
213,A10,SCHEDULED,,
214,A1,DEPARTED,C30,PLB
214,A2,DEPARTED,C31,PLB
214,A3,DEPARTED,C32,PLB
214,A4,DEPARTED,C33,PLB
214,A5,DEPARTED,C30,PLB
214,A6,DEPARTED,C31,PLB
214,A7,DEPARTED,C30,PLB
214,A8,DEPARTED,C31,PLB
214,A9,DEPARTED,C32,PLB
214,A10,SCHEDULED,,
215,A1,DEPARTED,C30,PLB
215,A2,DEPARTED,C31,PLB
215,A3,DEPARTED,C32,PLB
215,A4,DEPARTED,C33,PLB
215,A5,DEPARTED,C30,PLB
215,A6,DEPARTED,C31,PLB
215,A7,DEPARTED,C30,PLB
215,A8,DEPARTED,C31,PLB
215,A9,DEPARTED,C32,PLB
215,A10,SCHEDULED,,
216,A1,DEPARTED,C30,PLB
216,A2,DEPARTED,C31,PLB
216,A3,DEPARTED,C32,PLB
216,A4,DEPARTED,C33,PLB
216,A5,DEPARTED,C30,PLB
216,A6,DEPARTED,C31,PLB
216,A7,DEPARTED,C30,PLB
216,A8,DEPARTED,C31,PLB
216,A9,DEPARTED,C32,PLB
216,A10,SCHEDULED,,
217,A1,DEPARTED,C30,PLB
217,A2,DEPARTED,C31,PLB
217,A3,DEPARTED,C32,PLB
217,A4,DEPARTED,C33,PLB
217,A5,DEPARTED,C30,PLB
217,A6,DEPARTED,C31,PLB
217,A7,DEPARTED,C30,PLB
217,A8,DEPARTED,C31,PLB
217,A9,DEPARTED,C32,PLB
217,A10,SCHEDULED,,
218,A1,DEPARTED,C30,PLB
218,A2,DEPARTED,C31,PLB
218,A3,DEPARTED,C32,PLB
218,A4,DEPARTED,C33,PLB
218,A5,DEPARTED,C30,PLB
218,A6,DEPARTED,C31,PLB
218,A7,DEPARTED,C30,PLB
218,A8,DEPARTED,C31,PLB
218,A9,DEPARTED,C32,PLB
218,A10,SCHEDULED,,
219,A1,DEPARTED,C30,PLB
219,A2,DEPARTED,C31,PLB
219,A3,DEPARTED,C32,PLB
219,A4,DEPARTED,C33,PLB
219,A5,DEPARTED,C30,PLB
219,A6,DEPARTED,C31,PLB
219,A7,DEPARTED,C30,PLB
219,A8,DEPARTED,C31,PLB
219,A9,DEPARTED,C32,PLB
219,A10,SCHEDULED,,
220,A1,DEPARTED,C30,PLB
220,A2,DEPARTED,C31,PLB
220,A3,DEPARTED,C32,PLB
220,A4,DEPARTED,C33,PLB
220,A5,DEPARTED,C30,PLB
220,A6,DEPARTED,C31,PLB
220,A7,DEPARTED,C30,PLB
220,A8,DEPARTED,C31,PLB
220,A9,DEPARTED,C32,PLB
220,A10,SCHEDULED,,
221,A1,DEPARTED,C30,PLB
221,A2,DEPARTED,C31,PLB
221,A3,DEPARTED,C32,PLB
221,A4,DEPARTED,C33,PLB
221,A5,DEPARTED,C30,PLB
221,A6,DEPARTED,C31,PLB
221,A7,DEPARTED,C30,PLB
221,A8,DEPARTED,C31,PLB
221,A9,DEPARTED,C32,PLB
221,A10,PARKED,C30,PLB
222,A1,DEPARTED,C30,PLB
222,A2,DEPARTED,C31,PLB
222,A3,DEPARTED,C32,PLB
222,A4,DEPARTED,C33,PLB
222,A5,DEPARTED,C30,PLB
222,A6,DEPARTED,C31,PLB
222,A7,DEPARTED,C30,PLB
222,A8,DEPARTED,C31,PLB
222,A9,DEPARTED,C32,PLB
222,A10,PARKED,C30,PLB
223,A1,DEPARTED,C30,PLB
223,A2,DEPARTED,C31,PLB
223,A3,DEPARTED,C32,PLB
223,A4,DEPARTED,C33,PLB
223,A5,DEPARTED,C30,PLB
223,A6,DEPARTED,C31,PLB
223,A7,DEPARTED,C30,PLB
223,A8,DEPARTED,C31,PLB
223,A9,DEPARTED,C32,PLB
223,A10,PARKED,C30,PLB
224,A1,DEPARTED,C30,PLB
224,A2,DEPARTED,C31,PLB
224,A3,DEPARTED,C32,PLB
224,A4,DEPARTED,C33,PLB
224,A5,DEPARTED,C30,PLB
224,A6,DEPARTED,C31,PLB
224,A7,DEPARTED,C30,PLB
224,A8,DEPARTED,C31,PLB
224,A9,DEPARTED,C32,PLB
224,A10,PARKED,C30,PLB
225,A1,DEPARTED,C30,PLB
225,A2,DEPARTED,C31,PLB
225,A3,DEPARTED,C32,PLB
225,A4,DEPARTED,C33,PLB
225,A5,DEPARTED,C30,PLB
225,A6,DEPARTED,C31,PLB
225,A7,DEPARTED,C30,PLB
225,A8,DEPARTED,C31,PLB
225,A9,DEPARTED,C32,PLB
225,A10,PARKED,C30,PLB
